  -1.588   0.0000   0.03299   0.02177  -0.0732   1.0000   0.3545
  -0.358   0.1000   0.02990   0.01850  -0.0653   1.0000   1.0000
   0.759   0.2000   0.03332   0.02034  -0.0673   1.0000   1.0000
   1.997   0.3000   0.03829   0.02441  -0.0692   1.0000   1.0000
   3.417   0.4000   0.04594   0.03173  -0.0716   1.0000   1.0000
   4.908   0.5000   0.05764   0.04372  -0.0782   0.9897   1.0000
   5.344   0.6000   0.06378   0.05016  -0.0926   0.9183   1.0000
   5.999   0.7000   0.07052   0.05743  -0.1017   0.8312   1.0000
   8.208   0.9000   0.08997   0.07879  -0.1032   0.5936   1.0000
